State,Year,Population,Water.Access,Birth.Rate,Corruption.Convictions,Grain.Yields,HDI,Percent.Irrigated,Rural.Bank.Branches,Capex,Credit.by.SCBs,Credit.Deposit.Ratio,Credit.to.Ag,Credit.to.Industry,Gross.Fixed.Capital.Formation,Km.Highways,Infant.Mortality.Rate,Literacy.Rate,Per.Capita.Elec.Cons,Personal.Loans.by.SCBs,Percentage.BPL,Total.Registered.Vehicles,Approx.Life.Expectancy,GSDP.Base.1980,Percentage.Ag.Share.GDP,Share.Rural.Pop,Social.Expenditure,Gross.Fiscal.Deficit,,
All.India,1981,683329000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.57,NA,NA,NA,NA,NA,NA,NA,0.766639496,NA,NA,,
All.India,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.48,NA,NA,NA,NA,NA,NA,NA,,
All.India,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.86,NA,NA,NA,NA,NA,NA,NA,,
All.India,1990,NA,NA,30.2,NA,1380,NA,NA,14532,193.1,1043,60.7,166.12,507.17,242925.9,NA,NA,NA,NA,66.95,NA,NA,NA,NA,NA,NA,NA,NA,,
All.India,1991,846421000,NA,29.5,NA,1382,NA,0.340278451,14519,217.4,1242,61.9,185.41,589.64,306101.4,33650,NA,52.21,270,96.07,NA,21374200,60.3,NA,NA,0.742958882,351.3,187.9,,
All.India,1992,NA,NA,29.2,NA,1457,NA,0.360401885,14574,231.3,1367,57.7,202.22,651.8,360410.4,33666,NA,NA,283,109.83,NA,23507371,60.3,NA,NA,NA,392.6,189,,
All.India,1993,NA,NA,28.7,NA,1501,NA,0.359668782,14567,249.8,1625,58.9,220.66,788.47,272234.6,33916,NA,NA,299,135.46,NA,25299024,60.3,NA,NA,NA,444.7,208.9,,
All.India,1994,NA,NA,28.7,NA,1546,NA,0.365786865,14561,321.4,1759,54.3,228.37,845.73,595224.7,34249,NA,NA,320,151.93,35.97,NA,60.3,NA,NA,NA,494.5,203.6,,
All.India,1995,NA,NA,28.3,NA,1491,NA,0.375670689,14536,315.1,2109,55.6,249,961.63,691198.7,34262,NA,NA,336,188.6,NA,30295000,61.5,NA,NA,NA,551.4,273.1,,
All.India,1996,NA,NA,27.5,NA,1605,NA,0.380602867,14516,323.4,2547,59.8,288,1209.27,799365.9,34508,NA,NA,334,235.6,NA,33786000,61.5,NA,NA,NA,639.8,308.7,,
All.India,1997,NA,NA,27.2,NA,1550,NA,0.401188378,14513,396.1,2844,56.8,316.67,1367.34,717723.9,34849,71,NA,348.5,282.04,NA,37332000,61.5,NA,NA,NA,719,365.6,,
All.India,1998,NA,NA,26.5,NA,1627,NA,0.398288313,14471,441.7,3299,55.3,351.98,1610,690708.1,38517,72,NA,360.01,347.3,NA,41367000,61.5,NA,NA,NA,814.3,434.7,,
All.India,1999,NA,NA,26.1,NA,1704,NA,0.41049001,14475,505,3824,54.8,408.78,1879.3,486788.2,49585,70,NA,364.45,395.7,NA,44875000,63.4,NA,NA,NA,981.3,733,,
All.India,2000,NA,NA,25.8,NA,1626,0.387,0.420476019,14462,520.1,4601,56,454.96,2149.8,468792.7,52010,68,NA,366.12,516.2,26.1,48857000,63.4,NA,NA,NA,1136.9,901,,
All.India,2001,1028737000,NA,25.4,NA,1734,NA,0.411066149,14431,588.6,5384,56.7,514,2364,701514.5,57737,66,64.84,360.97,655,NA,54991000,63.4,NA,NA,0.721873521,1249.2,879.2,,
All.India,2002,NA,NA,25,NA,1535,NA,0.41683598,14486,794,6560,58.4,641,2716,474542.4,58112,63,NA,373,825,NA,58924000,63.4,NA,NA,NA,1292.5,942.6,,
All.India,2003,NA,NA,24.8,NA,1727,NA,0.420124332,14462,1417.1,7560,59.2,760,3098,575338,58112,60,NA,390.03,1139,NA,67007000,65,NA,NA,NA,1336.5,997.3,,
All.India,2004,NA,NA,24.1,NA,1652,NA,0.411481538,14484,1507.6,8803,58.2,961,3348,752504.6,65569,58,NA,625.49,1788,NA,72718000,65,NA,NA,NA,1461.6,1206.3,,
All.India,2005,NA,NA,23.8,NA,1715,NA,0.424263355,14433,1236.5,11525,66,1244,4469,1260767.4,65569,58,NA,631.41,2560,37.2,81502000,65,NA,NA,NA,1640.8,1077.7,,
All.India,2006,NA,NA,23.5,NA,1756,NA,0.437279817,14372,1515.8,15138,72.4,1727,5662,1443250,65569,57,NA,671.89,3532,NA,89618000,65,NA,NA,NA,1894.3,900.8,,
All.India,2007,NA,NA,23.1,NA,1860,NA,0.4509437,14422,1715.2,19471,75,2302,7419,1777909.8,66590,55,NA,717.13,4336,NA,96707000,66.5,NA,NA,NA,2229.9,775.1,,
All.India,2008,NA,NA,22.8,NA,1909,0.467,0.451063655,14558,2003.5,24170,74.4,2741,9285,2259470.1,66754,53,NA,733.54,4854,NA,105353000,66.5,NA,NA,NA,2654.7,754.5,,
All.India,2009,NA,NA,22.5,NA,1798,NA,0.455111402,15010,2161.8,28477,72.6,3095,11344,2683006.8,70548,50,NA,778.63,5535,NA,114951000,66.5,NA,NA,NA,3315.4,1345.9,,
All.India,2010,NA,NA,22.1,NA,1930,NA,0.450180421,15303,2264.3,33452,73.3,3903,13552,2836554.7,70934,47,NA,818.75,5589,29.8,127746000,66.5,NA,NA,NA,3929.4,1888.2,,
All.India,2011,1210855000,NA,21.8,NA,2078,NA,0.449917242,15658,2770.4,40756,75.6,4610,16121,3438238,69227,44,74.04,884,6701,NA,141866000,66.5,NA,NA,0.688326018,4519.4,1614.6,,
All.India,2012,NA,NA,21.6,NA,2129,NA,0.46889057,16170,3025.5,48033,79,5619,19420,3575262.1,76818,42,NA,914.41,7502,21.92,159491000,NA,NA,NA,NA,5235.7,1683.5,,
All.India,2013,NA,NA,21.2,NA,2120,NA,0.476211297,16985,3263.9,55253,78.8,6761,23160,3537380.9,79116,40,NA,NA,8713,NA,176044000,NA,NA,NA,NA,6029.4,1954.7,,
All.India,2014,NA,NA,NA,NA,NA,NA,NA,17901,4442.6,62821,79,8418,26162,NA,91287,NA,NA,NA,10171,NA,190704000,NA,NA,NA,NA,6792,2478.5,,
All.India,2015,NA,NA,NA,NA,NA,NA,NA,19472,4867.8,68785,77.1,9043,26361,NA,97991,NA,NA,NA,11440,NA,210023000,NA,NA,NA,NA,NA,NA,,
All.India,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Andhra.Pradesh,1981,53551000,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.66,NA,NA,NA,NA,NA,NA,NA,0.76680174,NA,NA,,
Andhra.Pradesh,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.91,NA,NA,NA,NA,NA,NA,NA,,
Andhra.Pradesh,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Andhra.Pradesh,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.86,NA,NA,NA,NA,NA,NA,NA,,
Andhra.Pradesh,1990,NA,NA,26.3,27,1588,NA,NA,1130,10.8,75,80.4,20.9,30.5,22346.9,NA,NA,NA,NA,6.07,NA,NA,NA,NA,NA,NA,NA,NA,,
Andhra.Pradesh,1991,66508000,55.1,26,21,1575,NA,0.407034033,1124,13.1,88,79.8,22.5,34.9,25703.6,2587,NA,44.08,288,8.9,NA,1423294,61.8,3462195,0.333065295,0.731054911,27.4,9.7,,
Andhra.Pradesh,1992,NA,NA,24.5,25,1665,NA,0.407671316,1128,17.9,100,80.1,24.2,40.7,22378,2587,NA,NA,312,11,NA,1457729,61.8,4175082,0.344141983,NA,31.2,11.3,,
Andhra.Pradesh,1993,NA,NA,24.3,27,1783,NA,0.398698448,1128,25.2,112,79.5,25.4,46.9,27398.2,2587,NA,NA,345,12.7,NA,1611522,61.8,4418353,0.320911887,NA,36.6,15.7,,
Andhra.Pradesh,1994,NA,NA,23.8,36,1713,NA,0.395649433,1128,29.5,120,70.7,27.7,49,38261.8,2949,NA,NA,374,14.7,22.19,NA,61.8,4356496.058,0.387002531,NA,39.2,18.3,,
Andhra.Pradesh,1995,NA,NA,24.2,13,1693,NA,0.405616835,1128,36.9,147,73,30.6,58.4,5305.8,2949,NA,NA,368,19.4,NA,2212000,62.5,5188903.135,0.379863398,NA,42.7,23.5,,
Andhra.Pradesh,1996,NA,NA,22.8,27,1877,NA,0.406654911,1128,18.7,175,79.4,37.3,69.8,48342.3,2949,NA,NA,346,23,NA,2579000,62.5,6011785.141,0.37905104,NA,55.1,24.2,,
Andhra.Pradesh,1997,NA,NA,22.5,39,1674,NA,0.431170768,1132,32,202,76.2,41.8,84,36764.6,2949,63,NA,391,27.4,NA,2865000,62.5,6786758.717,0.380194678,NA,62.8,28.1,,
Andhra.Pradesh,1998,NA,NA,22.4,20,2022,NA,0.425051504,1118,50.1,228,71.1,46,91,28175.7,2950,66,NA,405.33,33.1,NA,3100000,62.5,7210978.237,0.323138538,NA,67.6,24.3,,
Andhra.Pradesh,1999,NA,NA,21.7,21,1919,NA,0.447119266,1121,47.3,261,67.9,52,110.9,30294.2,3640,66,NA,433.96,38,NA,3301000,63.9,8653051.621,0.364295188,NA,89.3,57.1,,
Andhra.Pradesh,2000,NA,NA,21.3,24,2089,0.368,0.441219381,1139,50.5,298,64.2,56.9,99.8,21040.7,3910,65,NA,433.14,48.8,15.77,3636000,63.9,9428390.33,0.332124212,NA,88.3,49.8,,
Andhra.Pradesh,2001,76210000,80.1,28.8,22,2102,NA,0.436766334,1139,63.5,351,64.5,64,130,27984.6,4038,66,60.47,494.13,60,NA,3966000,63.9,10594220.76,0.341453895,0.726951844,100.1,73.1,,
Andhra.Pradesh,2002,NA,NA,20.7,47,1694,NA,0.435010975,1150,83.2,395,61.9,76,159,30081.3,4038,62,NA,468.02,74,NA,4389000,63.9,11471759.26,0.318741878,NA,108.8,67.2,,
Andhra.Pradesh,2003,NA,NA,20.4,43,2012,NA,0.39242149,1163,102.9,455,62.4,86,181,38465.9,4038,59,NA,495.3,107,NA,5002000,65.5,12232006.11,0.278381719,NA,111.8,76.3,,
Andhra.Pradesh,2004,NA,NA,19,49,2138,NA,0.386624616,1167,158.5,559,65.9,108,179,44033.2,4472,59,NA,791.12,157,NA,5720000,65.5,13909859.36,0.299012985,NA,133.7,74.5,,
Andhra.Pradesh,2005,NA,NA,19.1,89,2365,NA,0.398354501,1159,133.9,735,74.8,146,251,72448.1,4472,57,NA,723.1,232,29.9,6458000,65.5,15504653.08,0.28974058,NA,138.2,81.9,,
Andhra.Pradesh,2006,NA,NA,18.9,149,2231,NA,0.448735219,1153,152.1,953,81.3,180,299,114884,4472,56,NA,802.38,289,NA,7218000,65.5,16981815.81,0.269165836,NA,149,83,,
Andhra.Pradesh,2007,NA,NA,18.7,188,2613,NA,0.473811568,1157,208.9,1233,87.3,242,381,147134,4472,54,NA,877.18,371,NA,6367000,66.3,20025738.33,0.252795798,NA,186.5,56.4,,
Andhra.Pradesh,2008,NA,NA,18.4,151,2744,0.473,0.463256431,1163,189.5,1616,90.4,292,576,184533.4,4472,52,NA,928.16,456,NA,7208000,66.3,24431664.04,0.273745899,NA,244.7,87.9,,
Andhra.Pradesh,2009,NA,NA,18.3,110,2294,NA,0.487418655,1257,216.3,2104,96.4,378,821,264691,4537,49,NA,1013.74,530,NA,8059000,66.3,27310483.55,0.272924915,NA,314.4,124.1,,
Andhra.Pradesh,2010,NA,NA,17.9,109,2530,NA,0.458917197,1312,221,2621,105.1,492,1022,233091.5,4537,46,NA,1065.46,576,21.1,8923000,66.3,31445665.77,0.29517839,NA,302.8,140.1,,
Andhra.Pradesh,2011,84581000,90.5,17.5,114,2519,NA,0.492902426,1341,254.7,3212,109.7,612,1309,233333.8,4537,43,67.66,1157,706,NA,10189000,66.3,36799690.11,0.280032874,0.666367151,391.3,118,,
Andhra.Pradesh,2012,NA,NA,17.5,69,2670,NA,0.493131768,1403,267.4,3842,111.3,803,1586,140134.1,4537,41,NA,1134.9,779,9.2,12424000,NA,41675536.07,0.265045648,NA,454,154,,
Andhra.Pradesh,2013,NA,NA,17.4,47,2661,NA,0.459194139,1496,262.5,4407,112,963,1782,137462,5022,39,NA,NA,917,NA,6286000,NA,47177495.97,0.282444946,NA,494.4,175.1,,
Andhra.Pradesh,2014,NA,NA,NA,NA,NA,NA,NA,1531,127.6,4908,111.3,1182,1955,NA,6590,NA,NA,NA,1063,NA,7002000,NA,53403365.18,0.279476284,NA,537.4,180.4,,
Andhra.Pradesh,2015,NA,NA,NA,NA,NA,NA,NA,1015,146.2,1986,105.3,1195,2161,NA,4670,NA,NA,NA,1203,NA,7882000,NA,59828375.48,0.271980545,NA,NA,NA,,
Assam,1981,18041000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901224988,NA,NA,,
Assam,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.47,NA,NA,NA,NA,NA,NA,NA,,
Assam,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Assam,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.21,NA,NA,NA,NA,NA,NA,NA,,
Assam,1990,NA,NA,29.7,NA,1266,NA,NA,399,7.7,11,58.5,2.64,6.5,1981.8,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,,
Assam,1991,22414000,45.9,30.9,0,1202,NA,0.15024954,401,6.2,11,49.7,2.5,7.4,2365.7,2227,NA,52.89,98,0.9,NA,283552,55.7,1062066,0.334888792,0.889042563,9.3,5.7,,
Assam,1992,NA,NA,30.8,0,1261,NA,0.148033126,406,6.8,13,50.3,2.9,9.9,2252.2,2227,NA,NA,97,1.4,NA,304355,55.7,1184809,0.359282382,NA,11.1,2.5,,
Assam,1993,NA,NA,29.5,0,1290,NA,0.149074798,405,7.2,13,49.3,2.7,10.5,2212.5,2254,NA,NA,95,1.7,NA,325264,55.7,1304772,0.358340768,NA,11.4,2.1,,
Assam,1994,NA,NA,30.8,0,1308,NA,0.147918283,405,7.3,13,41.3,2.8,7.9,2672.3,2254,NA,NA,98,1.5,NA,NA,55.7,1323038.808,0.379556516,NA,14,-0.2,,
Assam,1995,NA,NA,29.3,0,1306,NA,0.147346728,405,8.1,15,38.7,3.2,7.4,6188.8,2254,NA,NA,98,1.8,NA,348000,57.3,1533407.742,0.405134587,NA,15.4,7.1,,
Assam,1996,NA,NA,27.6,0,1294,NA,0.143610344,405,7,18,40.3,3.2,7.2,2585.1,2254,NA,NA,104,2.4,NA,359000,57.3,1695945.818,0.395157392,NA,18.2,6.5,,
Assam,1997,NA,NA,28.2,0,1314,NA,0.053504145,404,9.8,19,36.3,3.6,7.2,11947.3,2254,76,NA,99.81,2.8,NA,377000,57.3,1836210.121,0.370363054,NA,17.1,0.7,,
Assam,1998,NA,NA,27.9,0,1288,NA,0.053079619,405,15.5,21,33.6,3,7.3,2281.1,2362,76,NA,93.68,3.3,NA,409000,57.3,1992531.915,0.385964419,NA,18.9,1.4,,
Assam,1999,NA,NA,27,0,1409,NA,0.052270997,401,34.2,23,32,2.7,9.5,3289.6,2652,76,NA,101.2,4.1,NA,406000,58.6,2232960.918,0.393953681,NA,21.5,3.4,,
Assam,2000,NA,NA,26.9,0,1457,0.336,0.055052606,401,26,27,32,2.9,9.3,22114,2706,75,NA,103.91,5,NA,453000,58.6,2556691.591,0.387493818,NA,26.4,16.1,,
Assam,2001,26656000,58.8,26.8,0,1460,NA,0.04398827,405,23.1,32,32.1,3,13,5964,2836,73,63.25,99.42,7,NA,542000,58.6,2702091.118,0.368899016,0.870948379,30.8,15.4,,
Assam,2002,NA,NA,26.6,0,1417,NA,0.043674699,405,37.3,37,31.7,4,43,4118.2,2836,70,NA,105.54,10,NA,596000,58.6,2812109.068,0.357473213,NA,30.4,14.5,,
Assam,2003,NA,NA,26.3,0,1472,NA,0.043708944,399,45,38,29.3,5,25,10909.5,2836,67,NA,105.34,17,NA,657000,60.6,3185993.355,0.316961465,NA,32.3,9.3,,
Assam,2004,NA,NA,25.1,0,1405,NA,0.04371999,401,54.2,46,31.8,5,13,6924.5,2836,66,NA,162.66,18,NA,727000,60.6,3472069.972,0.30240066,NA,37.1,13.9,,
Assam,2005,NA,NA,25,1,1416,NA,0.04389117,402,48.1,63,35.3,5,21,10110.8,2836,68,NA,170.65,28,NA,815000,60.6,3855826.31,0.295157927,NA,47.8,20.6,,
Assam,2006,NA,NA,24.6,3,1286,NA,0.03595847,398,65.5,88,42.6,9,29,8732.9,2836,67,NA,175.09,40,NA,914000,60.6,4288135.69,0.327036254,NA,44.5,-3.6,,
Assam,2007,NA,NA,24.3,3,1378,NA,0.037735849,399,80.1,109,42.8,11,37,7868.7,2836,66,NA,186.65,53,NA,1021000,62.2,4671397.433,0.301642105,NA,52.2,-7.1,,
Assam,2008,NA,NA,23.9,2,1551,0.444,0.036988799,403,86.7,132,42.4,13,34,9335.8,2836,64,NA,199.15,61,NA,1116000,62.2,5132381.959,0.298020531,NA,60.6,-7.9,,
Assam,2009,NA,NA,23.6,1,1662,NA,0.072768192,402,102.1,151,38.5,16,33,13465.9,2836,61,NA,209.21,74,NA,1235000,62.2,5854295.809,0.293984474,NA,67.6,-14.1,,
Assam,2010,NA,NA,23.2,2,1763,NA,0.054891437,399,124.9,184,37.8,22,35,16978.5,2836,58,NA,222.86,86,NA,1384000,62.2,6930283.567,0.301505606,NA,91.6,40.4,,
Assam,2011,31206000,69.9,22.8,3,1704,NA,0.040865385,409,136.8,214,36.5,29,41,38282.6,2836,55,73.18,250,91,NA,1582000,62.2,8137150.47,0.296300283,0.859033519,102.4,19.9,,
Assam,2012,NA,NA,22.5,11,1962,NA,0.03905127,407,147.4,251,37.7,40,53,15036.4,2940,55,NA,240.28,104,NA,1807000,NA,9091408.037,0.274007068,NA,111.9,16.5,,
Assam,2013,NA,NA,22.4,6,1916,NA,0.038122468,408,179.3,285,37.2,54,61,19188.7,2940,54,NA,NA,97,NA,1878000,NA,9993868.949,0.26242027,NA,123,15.2,,
Assam,2014,NA,NA,NA,NA,NA,NA,NA,408,319.3,316,37.7,63,62,NA,3634,NA,NA,NA,128,NA,2217000,NA,11514563.03,0.268513008,NA,145.1,37.8,,
Assam,2015,NA,NA,NA,NA,NA,NA,NA,465,294.8,357,36.7,74,297,NA,3784,NA,NA,NA,190,NA,2510000,NA,13271947.12,0.261306268,NA,NA,NA,,
Bihar,1981,52303000,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.32,NA,NA,NA,NA,NA,NA,NA,0.901630882,NA,NA,,
Bihar,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.22,NA,NA,NA,NA,NA,NA,NA,,
Bihar,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bihar,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.13,NA,NA,NA,NA,NA,NA,NA,,
Bihar,1990,NA,NA,32.9,4,1300,NA,NA,1879,13.3,31,36.8,8,12.3,11798,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,,
Bihar,1991,64531000,58.8,30.7,0,1173,NA,0.399847386,1890,10.7,36,38.3,9.5,12.3,23896.5,2118,NA,37.49,115,3.1,NA,1023892,59.3,2642878,0.377089294,0.895987975,23.8,15.9,,
Bihar,1992,NA,NA,32.3,1,1086,NA,0.409637367,1895,11.7,38,36.9,9.9,12.1,12432,2118,NA,NA,117,3.6,NA,1111747,59.3,2951880,0.355645216,NA,30.7,16.2,,
Bihar,1993,NA,NA,32,3,1467,NA,0.431808465,1893,11.1,42,37.4,11.5,15.53,21730,2118,NA,NA,126,4.6,NA,1167625,59.3,3191425,0.363388455,NA,31.4,13.3,,
Bihar,1994,NA,NA,32.5,5,1446,NA,0.432088634,1891,8.2,45,35.2,12.3,13.6,44392.2,2118,NA,NA,134,5.2,64.96,NA,59.3,3054193.725,0.32567384,NA,34.3,13.4,,
